35 56 40 54 44 36 68 52 48 67 47 63 61 43 38 37 42 58 50 55 39 53 45 65 60 59 62 66 49 46 51 64 41 57 35
35 56 40 54 44 36 68 52 39 55 50 58 42 37 38 43 61 63 47 67 48 53 45 65 60 59 57 49 51 66 62 64 41 46 35
35 48 52 47 64 54 58 56 40 44 36 68 39 55 50 42 37 38 43 61 63 67 53 45 65 60 59 57 49 51 62 66 41 46 35
35 48 52 47 64 54 58 56 40 44 36 68 39 55 50 42 37 38 43 61 63 67 53 45 65 60 59 57 49 51 62 66 41 46 35
35 48 52 47 64 54 55 39 68 36 44 40 56 58 50 42 37 38 43 61 63 67 53 45 65 60 59 57 49 51 62 66 41 46 35
35 53 67 41 46 64 62 66 49 59 60 65 56 40 42 58 50 54 44 36 68 52 39 55 37 38 57 51 45 43 61 63 47 48 35
35 53 67 41 46 64 62 66 49 59 60 65 56 40 42 58 50 54 44 36 68 52 39 55 37 38 57 51 45 43 61 63 47 48 35
35 53 67 41 46 64 62 66 49 59 60 65 56 40 42 58 50 37 38 54 44 36 68 52 39 55 57 51 45 43 61 63 47 48 35
35 53 67 41 46 64 62 66 49 59 60 65 56 40 42 58 50 37 38 54 44 36 68 52 39 55 57 51 45 43 61 63 47 48 35
35 48 46 53 67 41 64 62 66 49 59 60 65 56 40 42 58 50 37 38 54 44 36 68 52 39 55 57 51 45 43 61 63 47 35
35 48 46 53 67 41 64 62 66 49 59 60 65 56 40 42 58 50 37 38 54 44 36 68 52 39 55 57 51 45 43 61 63 47 35
35 48 46 52 53 67 66 62 64 41 49 59 60 65 56 40 42 58 50 54 44 36 68 37 38 39 55 57 51 45 43 61 63 47 35
35 48 46 52 53 67 66 62 64 41 49 59 60 65 56 40 42 58 50 54 44 36 68 37 38 39 55 57 51 45 43 61 63 47 35
35 48 46 52 53 67 66 62 64 41 49 59 60 65 56 40 42 58 50 54 44 36 68 37 38 39 55 57 51 45 43 61 63 47 35
35 48 46 52 53 67 66 62 64 41 49 59 60 63 56 40 42 58 50 54 44 36 68 37 38 39 55 57 51 45 43 61 65 47 35
35 48 46 52 53 67 66 62 64 41 49 59 60 63 56 40 42 58 50 54 44 36 68 37 38 39 55 57 51 45 43 61 65 47 35
35 48 46 52 53 67 66 62 64 41 49 59 60 63 56 40 42 58 50 54 44 36 68 37 38 39 55 57 51 45 43 61 65 47 35
35 48 46 52 53 67 44 36 68 39 55 66 62 64 41 49 59 60 63 56 40 42 58 50 54 37 38 57 51 45 43 61 65 47 35
35 48 46 52 53 67 44 36 68 39 55 66 62 64 41 49 59 60 63 56 40 42 58 50 54 37 38 57 51 45 43 61 65 47 35
35 48 46 52 53 67 44 36 68 39 55 66 62 64 41 49 59 60 63 56 40 42 58 50 54 37 38 57 51 45 43 61 65 47 35
35 48 46 52 53 67 44 36 68 39 55 66 62 64 41 49 59 60 63 56 40 45 51 57 38 37 54 50 58 42 43 61 65 47 35
35 48 46 52 53 67 44 36 68 39 55 66 62 64 41 49 59 60 63 56 40 42 58 38 54 37 50 57 51 45 43 61 65 47 35
