0.122649 0.449784 0.571676 0.468197 
0.856702 0.317956 0.53246 0.485344 
0.016809 0.273672 0.347158 0.504276 
0.593749 0.18967 0.575555 0.536341 
0.907819 0.237611 0.540018 0.488617 
0.0757239 0.525443 0.441445 0.516863 
0.166787 0.626512 0.481851 0.476649 
0.901693 0.461665 0.62842 0.554935 
0.237409 0.457021 0.470688 0.541509 
0.310255 0.445949 0.358979 0.494089 
0.696479 0.680448 0.636985 0.534713 
0.815426 0.424307 0.519314 0.520812 
0.6077 0.0720442 0.48425 0.47824 
0.157235 0.567802 0.551245 0.560906 
0.92715 0.885436 0.370293 0.50928 
0.0162102 0.566051 0.643253 0.46167 
0.214987 0.698049 0.540444 0.498535 
0.501902 0.317913 0.528509 0.482873 
0.695842 0.508926 0.386208 0.488299 
0.00988832 0.220532 0.402695 0.509267 
0.238043 0.548617 0.415528 0.480898 
0.314714 0.524338 0.650553 0.533784 
0.609392 0.541545 0.612876 0.513305 
0.0210986 0.741073 0.390729 0.549941 
0.852984 0.507534 0.337573 0.52909 
0.142398 0.850029 0.54425 0.497318 
0.13111 0.415661 0.529648 0.52163 
0.287594 0.505506 0.460257 0.440327 
0.529847 0.884314 0.627029 0.521383 
0.78103 0.590448 0.58202 0.464817 
0.294383 0.211658 0.637862 0.478605 
0.583356 0.37249 0.520294 0.497697 
0.624109 0.833037 0.47378 0.535618 
0.500778 0.195167 0.568155 0.480893 
0.922984 0.318864 0.686646 0.468912 
0.400808 0.605472 0.355081 0.508246 
0.62169 0.662095 0.563007 0.500548 
0.197545 0.521282 0.505126 0.506429 
0.0476384 0.845555 0.387372 0.492744 
0.48411 0.310932 0.513873 0.48504 
0.0349663 0.270207 0.592677 0.49658 
0.415746 0.486753 0.502352 0.472445 
0.0451686 0.775228 0.583889 0.516129 
0.313548 0.404265 0.426097 0.512804 
0.448176 0.207987 0.520327 0.503727 
0.976972 0.483974 0.371191 0.48476 
0.0992363 0.346635 0.561795 0.51338 
0.15047 0.508021 0.502546 0.479443 
0.798015 0.44294 0.313286 0.520523 
0.338349 0.345107 0.53547 0.492152 
0.505632 0.857873 0.41243 0.493862 
0.787003 0.678813 0.420456 0.461847 
0.0300864 0.92014 0.394461 0.536425 
0.387663 0.215494 0.377451 0.451372 
0.641635 0.587315 0.412014 0.557937 
0.0973359 0.314532 0.478244 0.501215 
0.831174 0.144644 0.577626 0.536317 
0.47423 0.47181 0.423014 0.509701 
0.0159947 0.376372 0.492078 0.543582 
0.719108 0.563167 0.551369 0.513581 
0.394572 0.510906 0.436657 0.535521 
0.608309 0.58707 0.522833 0.566145 
0.54747 0.283162 0.485072 0.523712 
0.0344867 0.276885 0.378728 0.534519 
0.980392 0.777838 0.579663 0.466781 
0.189466 0.552202 0.471658 0.479878 
0.325926 0.307112 0.512424 0.54523 
0.369576 0.455881 0.54134 0.450877 
0.390827 0.806588 0.491375 0.538407 
0.816438 0.758176 0.576337 0.530404 
0.737124 0.27958 0.68744 0.51709 
0.755564 0.819072 0.431201 0.561895 
0.0538717 0.375416 0.517744 0.489626 
0.877187 0.455621 0.373156 0.517152 
0.53338 0.454659 0.440848 0.481834 
0.431756 0.423833 0.405255 0.510001 
0.0163021 0.558114 0.310372 0.501756 
0.126115 0.560086 0.332228 0.483179 
0.666088 0.51975 0.513678 0.470988 
0.724441 0.622871 0.521899 0.487922 
0.262486 0.857984 0.402453 0.44136 
0.452897 0.367549 0.484325 0.492278 
0.328031 0.142063 0.533973 0.489907 
0.18024 0.268885 0.497342 0.471354 
0.0306056 0.149473 0.592211 0.495771 
0.879632 0.0810454 0.564504 0.502447 
0.454906 0.302319 0.496859 0.475116 
0.51075 0.319999 0.316062 0.500289 
0.479294 0.177799 0.566716 0.516529 
0.554597 0.507353 0.57533 0.450312 
0.084206 0.130449 0.460094 0.502325 
0.628265 0.912033 0.490514 0.459937 
0.608876 0.149346 0.473285 0.479042 
0.424993 0.632146 0.506406 0.467079 
0.549681 0.402219 0.470718 0.544131 
0.900214 0.785636 0.284687 0.484208 
0.86191 0.620898 0.364776 0.496381 
0.369524 0.479824 0.569312 0.50086 
0.991139 0.49554 0.436235 0.533374 
0.77149 0.612994 0.476176 0.498432 
0.573494 0.834962 0.498799 0.483328 
0.0753969 0.354994 0.568997 0.474151 
0.478879 0.717817 0.492085 0.514206 
0.616705 0.373527 0.501544 0.528758 
0.324868 0.785137 0.511552 0.497748 
0.792532 0.0782823 0.572149 0.497781 
0.992326 0.341121 0.404548 0.513573 
0.57483 0.781457 0.66707 0.485952 
0.342632 0.625806 0.529495 0.476792 
0.448915 0.189328 0.476146 0.520149 
0.262421 0.322455 0.555764 0.469017 
