0.261935 0.586598 1.5973 0.983355 
3.05088 1.214 0.846781 1.20617 
0.0318696 2.41427 0.823257 0.977641 
2.34087 0.408362 1.22661 0.947266 
0.23115 1.27856 0.666836 1.12044 
0.584823 0.757025 1.06613 1.08048 
1.86691 0.733543 1.4544 1.14949 
0.721633 0.664244 1.04372 1.01141 
0.915745 2.83941 1.28088 0.938626 
0.11651 1.27619 0.796997 0.927445 
0.426915 2.19303 1.08862 0.910226 
0.22421 0.25031 1.17637 1.08806 
0.69342 1.26855 1.61817 0.880855 
0.691726 1.48452 1.17604 0.975368 
0.518745 0.341688 0.845993 1.11098 
4.6511 0.659217 0.951149 0.972428 
0.712804 1.89705 1.01399 0.770205 
0.131456 1.22661 1.09218 0.947347 
1.38897 0.178986 1.26636 0.97792 
1.41347 0.780505 0.633983 0.837953 
0.97357 1.86124 0.701893 0.933142 
0.228161 0.423969 1.27532 0.901439 
0.52274 0.293744 1.02644 0.828351 
0.174654 0.488982 0.721344 0.949818 
1.48896 0.499683 1.06946 0.905081 
1.41403 0.69177 1.51046 0.857958 
0.0260671 0.88704 0.81248 1.09185 
1.04926 2.67045 0.762944 1.07865 
0.591737 0.475099 1.20278 0.923948 
1.68296 0.727007 0.785118 1.21 
0.138902 1.68525 0.89007 0.905751 
1.06137 1.687 0.859487 0.868571 
1.12631 1.82144 0.604429 1.06981 
0.197751 0.239365 0.73641 1.06426 
0.273599 0.394968 0.626734 0.964848 
2.47135 0.883969 1.14463 0.954749 
0.0165628 0.985315 1.13547 1.19093 
0.304916 1.39223 0.486061 0.963078 
0.370056 0.798207 0.93222 1.08235 
1.7568 1.21887 0.468057 1.0371 
0.400394 1.87085 0.499707 0.901277 
2.62622 1.9295 1.01461 1.02135 
0.163001 0.221649 0.825629 1.15888 
0.358171 0.4169 0.814675 1.09914 
2.46055 1.20276 0.629321 0.920974 
1.2134 0.792878 1.22271 1.08329 
1.79864 0.902895 0.808424 1.10548 
0.30809 0.493526 1.12934 1.01174 
0.235327 1.20018 1.13621 0.968106 
1.44195 0.68192 1.13601 1.05277 
0.168046 0.351193 1.42754 0.97282 
0.65332 0.945564 1.00221 1.08784 
0.0516294 0.846394 0.752676 0.869014 
0.754063 1.11944 1.38029 1.0945 
0.993249 0.749524 1.51191 0.977097 
0.748191 0.676112 0.989567 0.917496 
1.71781 1.86554 0.840198 1.02498 
0.0839216 0.740502 0.920236 0.950609 
0.328903 1.88965 0.958573 0.88277 
0.175304 0.261493 0.863993 1.07465 
0.924202 0.212695 0.734573 0.956687 
0.826673 0.482696 1.70697 0.984923 
0.470568 0.352287 0.537365 0.922277 
1.14028 0.578089 0.854713 1.10124 
3.5222 0.526848 0.972544 1.06532 
1.59847 1.82636 0.956297 0.862627 
1.79176 0.202402 1.10679 1.01201 
0.944515 0.869935 0.917312 0.852989 
3.41279 0.10936 1.0681 1.12097 
0.0709722 0.754473 0.735596 1.01771 
0.221674 0.359954 0.983192 1.06004 
0.247117 0.943084 1.36438 1.09453 
0.399376 1.7553 1.04913 0.983212 
2.33756 0.864957 0.738997 1.12855 
1.17278 0.257496 1.44896 1.05964 
0.971106 1.63305 1.44158 0.943144 
0.59317 0.676292 0.79569 1.02213 
0.285937 1.59031 1.08589 1.04399 
0.316326 0.370424 0.769317 1.00227 
0.585144 1.35735 0.594153 0.990825 
0.0431001 0.351465 0.511667 1.08048 
3.32087 0.475918 1.2427 1.05396 
2.8776 0.386543 0.963701 1.07215 
2.36806 0.378309 0.736562 1.03965 
0.210598 2.33517 1.25965 1.03021 
1.16425 1.37417 0.974116 0.997471 
0.452456 0.316373 0.466776 1.04158 
0.372239 0.647496 1.0994 1.01362 
0.0440511 1.07871 0.970176 0.879706 
0.0145741 2.18874 0.937887 0.878674 
0.978406 1.07449 1.40692 0.942364 
0.386915 1.20416 0.792339 1.08076 
0.440187 1.07673 0.718893 0.957314 
0.0833484 0.482096 0.931917 0.932648 
1.8595 1.77509 1.66996 0.910568 
0.136157 0.190482 1.30018 1.03282 
0.520568 0.236395 1.35583 0.76371 
0.325567 0.419508 1.26928 1.05294 
0.833358 2.05696 0.844313 0.949859 
0.106913 0.65269 0.735226 0.915784 
2.4243 0.831167 0.844563 0.838009 
0.349693 0.78647 1.0692 1.13067 
0.399018 0.964499 0.594695 0.889178 
